Домен	Артикул	Тип товара	Наименование	Габариты	Цвет	Материал	Особенности	Цена (₽)	ID
Мебель		Горшок		45 см	бежевый			3700	s5_848
Мебель		Подушка					2 шт, с принтом	1700	s5_849
Мебель		Канат		220 см	натуральный		детскую	1450	s5_850
Мебель		Подставка						1860	s5_851
Мебель		Кровать			синяя			2700	s5_852
Мебель		Кушетка			дуб сонома		двухъярусная, для белья	29800	s5_853
Мебель		Кушетка		180 см	бордовый узорчатый	велюр		21490	s5_854
Мебель		Гирлянда			золотисто-оранжевый			1760	s5_855
Мебель		Стеллаж			розовый с белым			6800	s5_856
Мебель		Стул					складной	4750	s5_857
Мебель		Шезлонг			тёмно-зелёный		для дачи, складной	3400	s5_858
Мебель		Кушетка		130 см			детский	9200	s5_859
Мебель		Ящик					для хранения, с крышкой, на колёсиках, детских	3300	s5_860
Мебель		Ночник			голубой		для детской, на пульте	1750	s5_861
Мебель		Столик		180х80	белый		прямоугольный, складной	7410	s5_862
Мебель		Стойка			золото	металл		3900	s5_863
Мебель		Прикроватный столик			белый			3400	s5_864
Мебель		Столик		90 см	зелёный с золотом			3490	s5_865
Мебель		Подставка			чёрный	металл	угловой	1450	s5_866
Мебель		Подставка			натуральное дерево			7860	s5_867
Мебель		Кровать		80х170			детский	15600	s5_868
Мебель		Диван			графит	велюр		38900	s5_869
Мебель		Прикроватная тумба			белый с дубом		высокий	7420	s5_870
Мебель		Спорткомплекс			берёза с зелёным		домашний, с горкой и канатом	19840	s5_871
Мебель		Шкаф			розово-фиолетовый			15810	s5_872
Мебель		Кресло				плюш	детское	3200	s5_873
Мебель		Стеллаж		120х30	чёрный с дубом	металл, дерево	лофт	9870	s5_874
Мебель		Шкаф			ясень шимо светлый		4-дверный	28400	s5_875
Мебель		Диван	Лондон	200 см	тёмно-серая	рогожка	еврокнижка, прямой	33400	s5_876
Мебель		Кресло					для дачи, подвесное	14800	s5_877
Мебель		Гирлянда		3х3 м	белый			2400	s5_878
Мебель		Шторы		200х270	графитовый меланж		2 полотна, готовые	4490	s5_879
Мебель		Пуф			графит	велюр		5900	s5_880
Мебель		Туалетный столик			белый		угловой, led-подсветкой	13700	s5_881
Мебель		Туалетный столик			белый		для макияжа, с зеркалом, led-подсветкой	14700	s5_882
Мебель		Кресло	уши		в клетку	ткань	классическое	18900	s5_883
Мебель		Стул			тёмно-зелёный	пластик	для балкона, компактный, складной	1450	s5_884
Мебель		Изголовье		180х200	изумрудный	велюр	высоким	31400	s5_885
Мебель		Шкаф		160 см	белый матовый		с зеркалом, матовый	17480	s5_886
Мебель		Эллиптический тренажёр			чёрный		магнитный	28400	s5_887
Мебель		Кухонный уголок	Уют		дуб сонома		круглым	28700	s5_888
Мебель		Кровать		80х170	белая с красным крестом		детский	15600	s5_889
Мебель		Кресло			розовый	велюр	с подушкой, подвесное	15400	s5_890
Мебель		Качели			натуральное дерево	дерево		3940	s5_891
Мебель		Письменный стол	Эвелина	110 см	белый			7350	s5_892
Мебель		Кровать-чердак		140х200	графит			34900	s5_893
Мебель		Стул			серый		для подростка, ортопедический	5800	s5_894
Мебель		Качели				металл	для дачи, подвесные	3700	s5_895
Мебель		Плед		200х220	тёплый бежевый	шерсть		5910	s5_896
Мебель		Стеллаж		150х30	чёрный с дубом	металл, дерево	лофт	11430	s5_897
Мебель		Стул			светлое дерево		складной	5800	s5_898
Мебель		Пуф			пыльно-розовый	велюр		3200	s5_899
Мебель		Лампа		80х60	белый		14 ламп, с подсветкой, настенное	7480	s5_900
Мебель		Изголовье	капитоне	160х200		велюр	двуспальная	25400	s5_901
Мебель		Кольца					детскую	1850	s5_902
Мебель		Журнальный столик			венге		раскладной, трансформер	7400	s5_903
Мебель		Прикроватная тумба			кремовый			3740	s5_904
Мебель		Кровать-чердак		90х200	дуб сонома			26500	s5_905
Мебель		Диван			серый	велюр		24460	s5_906
Мебель		Столик		60х40			складной	1850	s5_907
Мебель		Кровать		90х200	графит		для подростка, с ящиками	11400	s5_908
Мебель		Кровать-чердак		70х160	белая с розовым			15900	s5_909
Мебель		Столик			натуральный бук			2800	s5_910
Мебель		Кресло			чёрная с красным			14900	s5_911
Мебель		Кашпо					3 шт, подвесное, в комплекте	1750	s5_912
Мебель		Гамак			хаки тёмно-зелёный		для дачи, подвесной	6700	s5_913
Мебель		Кухонный уголок		120х80	графит	велюр		14800	s5_914
Мебель		Корзина		30 см	белый		для ванной, для белья, высокий	2900	s5_915
Мебель		Навес		120 см	белый		глянец	5400	s5_916
Мебель		Кровать-чердак			белый с зелёным		двухъярусная	34700	s5_917
Мебель		Растущий стул			натуральное дерево с зелёным		для школьника	7200	s5_918
Мебель		Стул			дерева бук		складной	3900	s5_919
Мебель		Матрас		160х200			двуспальной, ортопедический	14490	s5_920
Мебель		Зеркало		60 см	белый матовый		настольное, матовый, визажное, led-подсветкой	5990	s5_921
Мебель		Изголовье		160 см	серый	велюр		9800	s5_922
Мебель		Стол		110х70	белый		раздвижной	6700	s5_923
Мебель		Подушка			серый		2 шт	1450	s5_924
Мебель		Шкаф		100 см	белая лазурь		с потёртостями	18350	s5_925
Мебель		Кровать		80х170	зелёный с жёлтым			17910	s5_926
Мебель		Кровать		80х170	белый со звёздами		космический	26430	s5_927
Мебель		Шкаф-купе		120 см	венге		2-дверный, компактный	14750	s5_928
Мебель		Кроватка			бежевый		для новорождённого	7400	s5_929
Мебель		Сушилка			белый		для белья	1950	s5_930
Мебель		Кровать		80х170	красная			15400	s5_931
Мебель		Кушетка		180 см	изумрудный	велюр		23800	s5_932
Мебель		Перегородка		60 см	дуб сонома			4700	s5_933
Мебель		Полка			чёрный с дубом		настенная	3780	s5_934
Мебель		Пуф		45 см	пыльно-розовый	велюр	круглый	2100	s5_935
Мебель		Стол			дуб сонома		складной, трансформер	9400	s5_936
Мебель		Кресло					с подушкой, классическое	5400	s5_937
Мебель		Шкаф		120х40х60	натуральная сосна	сосна	для гостиной, низкий, японский	9650	s5_938
Мебель		Велотренажёр			белый			19700	s5_939
Мебель		Прихожая		100 см	дуб сонома			7200	s5_940
Мебель		Стеллаж			белый		для книг, детскую	4400	s5_941
Мебель		Кресло			серый	велюр		14700	s5_942
Мебель		Диван			серая водоотталкивающая			15800	s5_943
Мебель		Матрас			натуральная рисовая солома		японский	13760	s5_944
Мебель		Обувница		60х60	белый матовый		угловой, высокий, матовый	5380	s5_945
Мебель		Эллиптический тренажёр			чёрный с серым		профессиональный, магнитный	39800	s5_946
Мебель		Ковёр		240х340	серый меланж			13700	s5_947
Мебель		Туалетный столик		D60	белый матовый		с зеркалом, круглым, матовый, led, в комплекте	15700	s5_948
Мебель		Столик			белый			2240	s5_949
Мебель		Корзина		70 см	натуральный	ткань, джут	для белья, высокий	3400	s5_950
Мебель		Прикроватный столик			дуб сонома		для пожилых	6860	s5_951
Мебель		Подставка			дуб сонома		для книг	3400	s5_952
Мебель		Зеркало		60 см	чёрный		настольное, визажное, led-подсветкой	5990	s5_953
Мебель		Свеча			бежевая		с ароматом	750	s5_954
Мебель		Диван	Честер		коричневая	экокожа	с каретной стяжкой, прямой, классический	47900	s5_955
Мебель		Столик		80 см	белый		круглый	3700	s5_956
Мебель		Велотренажёр			чёрный с серым		складной, магнитный	14700	s5_957
Мебель		Шкаф			зелёный с белым		с принтом джунглей и тропических листьев, детский	14260	s5_958
Мебель		Письменный стол		140х110	дуб сонома		угловой	9800	s5_959
Мебель		Кресло			мокко	ротанг	подвесное	17400	s5_960
Мебель		Туалетный столик			пыльно-розовый	велюр	туалетного	3770	s5_961
Мебель		Кушетка		180 см	пыльно-розовый	велюр		17900	s5_962
Мебель		Гладильная доска			серая			6400	s5_963
Мебель		Туалетный столик			пудровый		туалетного	1750	s5_964
Мебель		Кресло			чёрное			35800	s5_965
Мебель		Банкетка		140 см	белая	экокожа		5900	s5_966
Мебель		Барный стул			горчичный	велюр	2 шт, барные, высокие	7160	s5_967
Мебель		Корзина			белый			2940	s5_968
Мебель		Кровать			серый	металл		3200	s5_969
Мебель		Столик			графит		трансформер	4700	s5_970
Мебель		Лестница					для детской, подвесная	1950	s5_971
Мебель		Диван	Лиссабон	200 см	горчичный	велюр	еврокнижка, прямой	33470	s5_972
Мебель		Диван-кровать		200 см	бежевый			28400	s5_973
Мебель		Шкаф			белый		для спальни, угловой	24700	s5_974
Мебель		Сушилка			белый		компактная	1700	s5_975
Мебель		Шкаф		100 см	слоновая кость			18350	s5_976
Мебель		Пуф			натуральный ротанг	ротанг	для хранения	3500	s5_977
Мебель		Велокрепление			чёрный		настенное	2790	s5_978
Мебель		Кровать-чердак		90х200	дуб сонома		для подростка, с лестницей-комодом	24700	s5_979
Мебель		Столик		70 см	тёмное дерево		низкий, круглый, с резьбой	5410	s5_980
Мебель		Кресло			чёрный		эргономичный, офисный	6800	s5_981
Мебель		Стенка			белый матовый		модульный, матовый	28940	s5_982
Мебель		Эллиптический тренажёр			белый		компактный	19700	s5_983
