Домен	Тип товара	Габариты	Цвет	Материал	Особенности	Цена (₽)	ID	Артикул
Мебель	Шкаф докум	800х400х1450	серый		средн с антресол	8900	s2_629	 
Мебель	Стол-приставка	600х450х750	венге	ЛДСП	приставн	2700	s2_630	 
Мебель	Тумба под	600х500х650	дуб сонома	ЛДСП; дуб	МФУ 2-дверный	4900	s2_631	 
Мебель	Шкаф документальный	800х450х1850	серый		со стек створк	11400	s2_632	 
Мебель	Шкаф документальный	1000х500х1950		металл	4-полки усиленный	16400	s2_633	 
Мебель	Лампа		чёрный	металл	наст рабоч на струбц шарнир	2200	s2_634	 
Мебель	Кухонный модуль	600х500х1950	серый		офисный высокий колонна	13400	s2_635	 
Мебель	Стол кафе	600х750	белый	ЛДСП	круглый чугун опор	3400	s2_636	 
Мебель	Картотека		серый	металл	6 ящика А5 ключ	9700	s2_637	 
Мебель	Шкаф лабораторный	600х450х1850	серый		для реактив ключ	18900	s2_638	 
Мебель	Подиум выставочный	1500х600х900			ступенч МДФ 3 ярус	11400	s2_639	 
Мебель	Банкетка	1500х350х450		металл; дерево	раздевалк дерев планк каркас	4700	s2_640	 
Мебель	Бенч-система	2400х1200х750	серый		компактный 2-местный	21800	s2_641	 
Мебель	Стеллаж торгов	1000х800х1800	серый	ЛДСП	островн двустор	17800	s2_642	 
Мебель	Стеллаж	800х400х1800	венге	ЛДСП	5 полки	4700	s2_643	 
Мебель	Велопарковка	600х80х800	чёрный		U-образн 1 место анкер	1480	s2_644	 
Мебель	Шкафчик	600х400х720	дуб сонома	ЛДСП; дуб	столовой 2-дверный	3400	s2_645	 
Мебель	Диван угловой				еврокн велюр т синий с подлок	48700	s2_646	 
Мебель	Вешалка		чёрный	металл	наст 6 крюч	420	s2_647	 
Мебель	Светильник потолочный	300х300			накладки квадрат 24Вт	980	s2_648	 
Мебель	Шкаф для документов	800х400х750	белый	ЛДСП	низкий	4900	s2_649	 
Мебель	Шкаф медицинский	800х500х1850			с сейфом 2-секционный ключ	19400	s2_650	 
Мебель	Стеллаж консольный	3000х1500х3000			2-сторонний усиленный 500кг/п	38400	s2_651	 
Мебель	Стеллаж мезонинн	2000х1000х4000			2-уровн нагр 250кг/п	48700	s2_652	 
Мебель	Тумба гостевой	500х400х500	венге	ЛДСП	прикроватная 1 ящика	3700	s2_653	 
Мебель	Стол офисный	1600х800х750	венге	ЛДСП	руководителя	13700	s2_654	 
Мебель	Подставка под		серый	металл	ноутб регулируемый охлажд	2400	s2_655	 
Мебель	Кушетка медицинский	1800х600х600	бежевый	винил	смотровой карк	8400	s2_656	 
Мебель	Диван прям		бежевый	рогожка	еврокн 3-местный	28900	s2_657	 
Мебель	Вытяжной	1200х750х2200			шкаф лаб компактный фильтр	39800	s2_658	 
Мебель	Кухонный модуль	800х300х720	серый		офисный верхний со створк	4700	s2_659	 
Мебель	Сейф огнестойкий	400х450х450			30мин ключ	14700	s2_660	 
Мебель	Зона		чёрный	экокожа	ожидан модул диван 3-секционный	42400	s2_661	 
Мебель	Тумба под	500х450х450	серый	ЛДСП	сейф усиленный	3400	s2_662	 
Мебель	Столик барный	800х1100	чёрный	пластик	коктейл складн карк	3800	s2_663	 
Мебель	Ресепшен-стойка	2400х600х1100	венге	ЛДСП	прям	31800	s2_664	 
Мебель	Кресло руководителя		чёрный	кожа	эконом метал крест	9800	s2_665	 
Мебель	Кресло конферен		серый	ткань	на полозьях штабел	2400	s2_666	 
Мебель	Стол письменный	1800х700х750	серый	ЛДСП	с тумбой 3 ящика	13400	s2_667	 
Мебель	Светильник линейн				подвес 1500 48Вт 4000K	2400	s2_668	 
Мебель	Светильник потолочный	600х600			накладки квадрат 36Вт	1700	s2_669	 
Мебель	Кушетка медицинский	2000х700х650	бежевый	винил	смотровой карк	11200	s2_670	 
Мебель	Светильник трек.LED		чёрный		30Вт направл 4000K	2400	s2_671	 
Мебель	Стол операторск	1600х1200х750	серый		угловой с экраном	14800	s2_672	 
Мебель	Тумба операторск	400х500х650	белый		мобильный 4 ящика белая	5100	s2_673	 
Мебель	Комод 6	1200х450х900	дуб сонома	ЛДСП; дуб	ящика	9100	s2_674	 
Мебель	Стеллаж	1500х500х2500		металл	6 пол нагр 300кг/п оцинк	14800	s2_675	 
Мебель	Стеллаж	1400х500х2000		металл	5 пол 150кг/п оцинк	10400	s2_676	 
Мебель	Перегор	1200х40х2000	чёрный	HPL	санитарн компакт	11400	s2_677	 
Мебель	Верстак	200х800х900	бук	дерево; бук	столярн массив	26800	s2_678	 
Мебель	Шкаф для инструмента	1200х500х2000		металл	2-дверный 4 пол ключ	26400	s2_679	 
Мебель	Шкаф школьн	1200х400х1850			учен для рюкзак 12 ячеек	14700	s2_680	 
Мебель	Лампа		чёрный	пластик	наст диммер USB	1450	s2_681	 
Мебель	Тумба под	600х450х650			оргтехнику мобильный колес	4900	s2_682	 
Мебель	Стол банкетный	2200х1000х750		пластик	складн овальн HDPE	10400	s2_683	 
Мебель	Шкаф инструмент	1000х500х2000		металл	с верстаком	28900	s2_684	 
Мебель	Стол письменный	1200х600х750	серый	ЛДСП		5100	s2_685	 
Мебель	Тумба прикроватная	400х400х750	белый	металл	больничный	5700	s2_686	 
Мебель	Тумба под	600х450х750	серый	металл	МФУ ключ	7200	s2_687	 
Мебель	Кронштейн				"монит наст "" нагр до 8кг"	1450	s2_688	 
Мебель	Стол операторск	1400х700х750	серый	ЛДСП	с тумбой 3 ящика	11400	s2_689	 
Мебель	Стол перегов	1600х1000х750	белый	ЛДСП	бумеранг	9700	s2_690	 
Мебель	Стул		венге	дерево	кафе деревян лак со спинкой	1480	s2_691	 
Мебель	Кровать дверный	1600х2000	белый	ЛДСП	б/п	14900	s2_692	 
Мебель	Стеллаж	600х300х1400	дуб сонома	ЛДСП; дуб	открыт 4 полки	2900	s2_693	 
Мебель	Кресло акцент			металл	велюр изумруд металлические ножки	15400	s2_694	 
Мебель	Стол кухонный	600х600х750	белый	ЛДСП		2900	s2_695	 
Мебель	Зона		бежевый	рогожка	ожидан диван-модуль угловой	31400	s2_696	 
Мебель	Шкаф школьн	900х400х1850			ячейк под портфели 12 ячеек	13800	s2_697	 
Мебель	Раздевалка	1200х350х400		дерево	скамья гардероб дерев планк	3700	s2_698	 
Мебель	Стол банкетный	1500х750		пластик	складн круглый HDPE	7800	s2_699	 
Мебель	Лампа		бежевый	ткань; дерево	торш напольн дерев ножк	3400	s2_700	 
Мебель	Лавка	1500х500х450	чёрный		силовая накл регулируемый кожзам	12400	s2_701	 
Мебель	Доска аудитор	2400х1000			комби маркер мел 2 створк	11700	s2_702	 
Мебель	Шкаф антиванд	1200х500х1950			усиленный 3мм 2 замка	31400	s2_703	 
Мебель	Тумба прикр	400х350х500	дуб сонома	ЛДСП; дуб	1 ящика	1450	s2_704	 
Мебель	Зона		чёрный	экокожа	ожидан секция-кресло угловой	11400	s2_705	 
Мебель	Стеновая	1200х2700	венге	ЛДСП	панель декор	3700	s2_706	 
Мебель	Скамья	1200х600х750		сталь	тренир Скотта 3мм	14700	s2_707	 
Мебель	Перегородка офисный	1800х40х1500		ткань	подвижн ширма	8400	s2_708	 
Мебель	Стол офисный	1800х900х750	венге	ЛДСП	руководителя с тумбой	18900	s2_709	 
Мебель	Шкаф-купе	1200х600х2200	венге		2-дверный	24700	s2_710	 
Мебель	Стол перегов	2800х1200х750	венге	ЛДСП	боулинг	27800	s2_711	 
Мебель	Тумба обувн	800х300х900	дуб сонома	ЛДСП; дуб	откидн	4700	s2_712	 
Мебель	Стол антиванд				бетон парк 1500х7х750 шлифов	24700	s2_713	 
Мебель	Кронштейн				настенный для проектор потолочный регул длин	3900	s2_714	 
Мебель	Столик	700х700х750	венге	ЛДСП	ресторан складн	3700	s2_715	 
Мебель	Прилавок	1200х600х900	белый	ЛДСП	торгов с витрин	13700	s2_716	 
Мебель	Шкафчик	400х400х1850	белый	ЛДСП	столовой высокий	5400	s2_717	 
Мебель	Перегор	1500х40х1800	бежевый	ЛДСП	санитарн влагостойк	7400	s2_718	 
Мебель	Сейф огнестойкий	500х450х450			30мин эл замок	21400	s2_719	 
Мебель	Скамья	1400х500х450		сталь	тренир горизонтальный 3мм	9800	s2_720	 
Мебель	Витрина музейн	1000х1000х1900			островн 4-сторонний	64800	s2_721	 
Мебель	Шкаф-стеллаж	800х400х1850	венге	ЛДСП	со створк	9200	s2_722	 
Мебель	Сушилка для одежды				с подогр электр 60Вт настенный	7400	s2_723	 
Мебель	Стол письменный	1400х700х750	дуб сонома	ЛДСП; дуб	с тумбой 3 ящика	9800	s2_724	 
Мебель	Витрина торгов	1000х1000х1500		стекло	центральн островн	28400	s2_725	 
Мебель	Велопарковка	2000х500х800		металл	на 6 мест оцинк напольн	7800	s2_726	 
Мебель	Тумба прикроватная	450х400х800	серый	металл	больничный	6400	s2_727	 
Мебель	Тумба ТВ	1400х400х500	венге	ЛДСП; металл	каркас	8200	s2_728	 
Мебель	Верстак	1500х750х900			сборочн с подсвет полка	22400	s2_729	 
Мебель	Шкаф архивный	800х450х1950		металл	с сейфом трейзор	19800	s2_730	 
Мебель	Кронштейн				монит наст наклон-поворот	1980	s2_731	 
Мебель	Стул банкетный		чёрный; коричневый	экокожа	штабел карк	1700	s2_732	 
Мебель	Скамья	2000х600х850		металл; дерево	парков усиленный карк дерев сид	13400	s2_733	 
Мебель	Кухонный модуль	1200х500х820	серый	ЛДСП	офисный ниж ящики	9400	s2_734	 
Мебель	Тележка	700х450х950		металл	инструмент 7 ящики колес	18900	s2_735	 
Мебель	Раздевалка	1200х500х1850		металл	шкаф ЛОК 4-секционный	17400	s2_736	 
Мебель	Стеллаж	1200х500х2000		металл	5 пол 150кг/п оцинк	9100	s2_737	 
Мебель	Столик	900х600х750	дуб	ЛДСП; дуб	ресторан складн	4800	s2_738	 
Мебель	Кресло операторск		чёрный; серый	сетка	спорт регулируемый	8900	s2_739	 
Мебель	Кровать дверный	1800х2000	белый	ЛДСП	ортопед осн	28400	s2_740	 
Мебель	Шкаф	300х250х1400		металл	оружейн 2 замка	6800	s2_741	 
Мебель	Стеллаж антистат	1000х500х1800			ESD 4 пол ESD-покр	14700	s2_742	 
Мебель	Подставка под		чёрный	металл	планшет регулируемый	780	s2_743	 
Мебель	Кухонный модуль		белый	ЛДСП	офисный компл 2400	34800	s2_744	 
Мебель	Прихожая	1600х400х2100	дуб сонома	ЛДСП; дуб	компл зерк	18900	s2_745	 
Мебель	Кресло руководителя		серый	ткань; дерево; рогожка	дерев основ	14800	s2_746	 
Мебель	Стол письменный	1200х600х750	ольха	ЛДСП		5290	s2_747	 
Мебель	Кронштейн				"монит наст 2-х монит "" газ лифт"	3400	s2_748	 
Мебель	Верстак	1200х600х850			ремонтн электрон ESD-покрыт	17400	s2_749	 
Мебель	Кресло операторск		чёрный	ткань; пластик	подголовник крест	5400	s2_750	 
Мебель	Огражд выставочный	1500х50х1100	чёрный		Огражд выставочный барьерн	3400	s2_751	 
Мебель	Шкаф для одежды		венге	ЛДСП	офисный со штангой+полк	10900	s2_752	 
Мебель	Картотека		серый	металл	2 ящика А4 ключ	5200	s2_753	 
Мебель	Верстак	1500х1500х850		сталь	слесарн угловой 2мм 3 ящики	19800	s2_754	 
Мебель	Стул барный		чёрный	металл; экокожа	со спинкой	4100	s2_755	 
Мебель	Доска маркерн	1500х1000		алюминий	эмалев алюминиевая рамка лоток	3200	s2_756	 
Мебель	Стол письменный	1600х600х750	венге	ЛДСП		6450	s2_757	 
Мебель	Кресло посетит		коричневый; хром	хром; ткань	на полозьях крест	2380	s2_758	 
Мебель	Бенч-система	2800х1600х1200	серый		4-местный с перегор	48400	s2_759	 
Мебель	Шкаф гостевой	900х600х2100	венге	ЛДСП	распашной 1-дверный	16400	s2_760	 
Мебель	Скамья	2000х1200х1300			тренировочн жим лёжа со стойк	24800	s2_761	 
Мебель	Тумба гостевой	450х400х500	дуб	ЛДСП; дуб	прикроватная 2 ящика	4400	s2_762	 
Мебель	Карниз		белый	алюминий	потолочный 3-рядный 3000	980	s2_763	 
Мебель	Сейф оружейн	350х250х1400			ключ+трейзор	7800	s2_764	 
Мебель	Подиум выставочный	600х600х600	чёрный	ЛДСП	квадратный	4100	s2_765	 
Мебель	Раздевалка	1500х400х450		металл; дерево	скамья с дерев сид	5100	s2_766	 
Мебель	Доска информ	900х1200			пробков маркерн комби	1980	s2_767	 
Мебель	Кровать дверный	1800х200	венге	ЛДСП	ортопед	16400	s2_768	 
Мебель	Вешалка		хром	металл; хром	напольн с подставк под зонт	1850	s2_769	 
Мебель	Стол операторск	1400х600х750	белый	ЛДСП	прям кабель	7400	s2_770	 
Мебель	Пуф	400х400х400	чёрный	экокожа	квадрат	1450	s2_771	 
Мебель	Полка	600х300х450	белый	ЛДСП	обувн 4 ярус	1950	s2_772	 
Мебель	Перегородка банкетный	1800х50х2000	бежевый	ткань	мобильный колес	9800	s2_773	 
Мебель	Урна			металл	парк 25л окраш порош зелён напольн	2900	s2_774	 
Мебель	Шкаф инструмент	600х400х1500			компактный 3 пол ключ	9400	s2_775	 
Мебель	Столик	900х600х450	венге	ЛДСП	журн	3200	s2_776	 
Мебель	Стол лабораторный	1800х750х900		ЛДСП	пристен с тумбой	19800	s2_777	 
Мебель	Доска флипчарт	700х1000			магн с регулируемый высотой	3700	s2_778	 
Мебель	Тумба под	500х400х600	белый	ЛДСП	принтер мобильный	3200	s2_779	 
Мебель	Шкаф 2-дверный	800х500х2000	белый	ЛДСП	распашной	11800	s2_780	 
Мебель	Стол перегов	2000х1000х750	дуб сонома	ЛДСП; дуб		14800	s2_781	 
Мебель	Светильник подвес	1200х300			36Вт армстронг	1380	s2_782	 
Мебель	Тумба ТВ	1800х450х500	тёмно-серый	ЛДСП	ящики+полки	12300	s2_783	 
Мебель	Сейф огнестойкий	800х500х1500			1-час 145кг	3450	s2_784	 
Мебель	Шкаф химический	1200х500х1950		металл	лаб 2-дверный вытяж	34500	s2_785	 
Мебель	Шкаф документальный	800х800х1950	белый	ЛДСП	угловой зерк	19400	s2_786	 
Мебель	Стеллаж консольный	2500х1500х3000			2-сторонний нагр 400кг/п	32700	s2_787	 
Мебель	Картотека		серый	металл	12 ящика А5 ключ	19800	s2_788	 
Мебель	Шкаф документальный	800х450х1850	серый		жалюзи рольставн	19400	s2_789	 
Мебель	Кресло офисный		чёрный	сетка	эрг крестовина	7350	s2_790	 
Мебель	Кухонный модуль		дуб сонома	ЛДСП; дуб	офисный компл 1800	26400	s2_791	 
Мебель	Стеллаж паллетн	1800х1100х4500			нагр 700кг/п 3 ур	24700	s2_792	 
Мебель	Стул банкетный		бежевый; хром	хром; ткань	штабел карк	1485	s2_793	 
Мебель	Светильник трек		чёрный		20Вт направл	1850	s2_794	 
Мебель	Стол комп	900х500х750	дуб сонома	ЛДСП; дуб	дет	5400	s2_795	 
Мебель	Шкаф для инструмента	700х400х1200			картотечн 27 ящики	19700	s2_796	 
Мебель	Подставка под			дерево	ноутб бамбук регулируемый	1850	s2_797	 
Мебель	Стеллаж архивный	4500х500х2200			передвижн 5 секц	84700	s2_798	 
Мебель	Подставка под				клавиат с подставк под мышь	1700	s2_799	 
Мебель	Стол лабораторный	2100х750х900	серый	ЛДСП	химостойк	19400	s2_800	 
Мебель	Кресло посетит		бежевый	металл; ткань	на полозьях каркас	2380	s2_801	 
Мебель	Стул		чёрный; хром	хром; экокожа	конферен	2100	s2_802	 
Мебель	Шкаф докум	800х400х1950	серый		высокий со створк	12400	s2_803	 
Мебель	Тумба офисный	800х450х750	белый	ЛДСП	2-дверный	6400	s2_804	 
Мебель	Банкетка	1800х350х450		ЛДСП	раздевалк с ящики под обувь	6800	s2_805	 
Мебель	Стол ресторан	800х800х750	чёрный; дуб	металл; дуб	шпон каркас	5800	s2_806	 
Мебель	Тумба под		серый	ЛДСП	систем блок выкатн	1380	s2_807	 
Мебель	Кровать односпальный	900х1900	белый	ЛДСП		8400	s2_808	 
Мебель	Светильник аварийный				3Вт автон 2ч	780	s2_809	 
Мебель	Кресло операторск		чёрный	сетка	синхромех	11800	s2_810	 
Мебель	Кресло акцент				велюр горчичн	14500	s2_811	 
Мебель	Столик	1100х600х450	белый	ЛДСП	журн бел глян	4100	s2_812	 
Мебель	Перегородка офисный	1200х40х1500	матовый	стекло	со	8400	s2_813	 
Мебель	Шкаф офисный	800х450х750	серый	ЛДСП	со створками	5300	s2_814	 
Мебель	Зона		чёрный	экокожа	ожидан модул секция-кресло	9800	s2_815	 
Мебель	Багажн.подставка гостевой	600х400х500		металл	металлический+кожзам	3400	s2_816	 
Мебель	Парта школьн	600х500х760	бук	ЛДСП; металл; бук	1-местный каркас	3200	s2_817	 
Мебель	Покрытие			ковролин	напольн рулон 1500мм/п	380	s2_818	 
Мебель	Стол приставн	600х400х750	дуб сонома	ЛДСП; дуб		2350	s2_819	 
Мебель	Тележка	600х400х850		металл	инструмент 5 ящики с замком	13700	s2_820	 
Мебель	Стол комп	1100х600х920	венге	ЛДСП	дет растущ	14800	s2_821	 
Мебель	Верстак	1200х600х850		металл	с ящиками 5-секционный ключ	19800	s2_822	 
Мебель	Стеновая	600х2700	белый	ЛДСП	панель белая паз-гребень	2200	s2_823	 
Мебель	Стеллаж	1200х500х1800		металл	5 пол 150кг/п оцинк	8400	s2_824	 
Мебель	Перегородка офисный	1600х30х400		ткань	экран наст	2900	s2_825	 
Мебель	Стол брифинг	900х450х750	серый	ЛДСП	приставн	3700	s2_826	 
Мебель	Стол учительск	1200х600х900	венге	ЛДСП	с кафедр	11400	s2_827	 
Мебель	Подставка под				ноутб напольн передвижн колес	3700	s2_828	 
Мебель	Ресепшен-стойка	1200х600х1100	белый	ЛДСП	модул	19400	s2_829	 
Мебель	Матрас	900х2000			беспр кокос+пенополиур	6800	s2_830	 
Мебель	Шкаф для одежды	600х500х1850	серый		офисный с сушкой	14400	s2_831	 
Мебель	Кушетка медицинский	2000х700х650	белый	экокожа	смотровой карк	12700	s2_832	 
Мебель	Подиум выставочный	1200х600х500	чёрный	ЛДСП	прямоуг	5700	s2_833	 
Мебель	Тележка	900х500х1000			инструмент больш 9 ящики проф	28700	s2_834	 
Мебель	Верстак	2000х2000х900	серый	металл	угловой 4 ящики+полки	31400	s2_835	 
Мебель	Кушетка медицинский	1900х600х600	бежевый	винил	смотровой карк	9100	s2_836	 
Мебель	Шкаф	800х1000х2200	серый		"сервер напольн 19"" 47U перфор дверный"	84700	s2_837	 
Мебель	Тумба выкатн	400х500х600	белый	ЛДСП	3 ящика	3950	s2_838	 
Мебель	Полка	600х250х100	чёрный	металл; сетка	наст	540	s2_839	 
Мебель	Тумба ТВ	1200х400х450	белый	ЛДСП	бел глян	6700	s2_840	 
Мебель	Стол-бенч	1200х1200х750	серый	ЛДСП	приставн угловой	10700	s2_841	 
Мебель	Стол операторск	1400х1200х750	серый	ЛДСП	угловой	10800	s2_842	 
Мебель	Стол перегов	2800х1200х750	венге	ЛДСП	бочка	31400	s2_843	 
Мебель	Корзина для бумаг		серый	металл; сетка	10л	320	s2_844	 
Мебель	Стол барный	700х700х1100	венге	ЛДСП; металл	квадратный	4900	s2_845	 
Мебель	Подиум выставочный	500х500х500	белый	ЛДСП	квадратный	3400	s2_846	 
Мебель	Сейф	200х300х200			мебельн кодовый	2800	s2_847	 
Мебель	Шкаф архивный	800х450х1950	серый		со створк 2-секционный	14800	s2_848	 
Мебель	Стеллаж паллетн	2700х1100х4500			нагр 800кг/п оцинк	28400	s2_849	 
Мебель	Картотека		чёрный	металл	5 ящика А4 кодовая	14700	s2_850	 
Мебель	Кровать дверный	1800х2000	бежевый	экокожа	подъём мех	39800	s2_851	 
Мебель	Тумба под	450х400х500	серый	ЛДСП	принтер компактный	2700	s2_852	 
Мебель	Подиум выставочный	600х400	белый; матовый		круглый МДФ	4700	s2_853	 
Мебель	Диван офисный		чёрный; хром	хром; экокожа	2-местный ножк	14700	s2_854	 
Мебель	Перегор	1800х40х1800		дерево	ресторан ширма ажур	11400	s2_855	 
Мебель	Стол кухонный	1400х800х750	венге	ЛДСП	обед	6900	s2_856	 
Мебель	Витрина музейн	400х400х400		стекло	наст куб	11800	s2_857	 
Мебель	Тумба под	700х500х650	белый	ЛДСП	МФУ мобильный колес	5400	s2_858	 
Мебель	Барная	1500х600х1100	белый	ЛДСП	стойка офисный кухня	14400	s2_859	 
Мебель	Зеркало	600х1200	венге	ЛДСП	наст в рамке	2400	s2_860	 
Мебель	Шкаф для химикат	600х500			лаб с поддон под кислоту	24800	s2_861	 
Мебель	Стул барный		бежевый; хром	хром; экокожа	без спинки	2900	s2_862	 
Мебель	Витрина холодильный	600х650х2000		стекло	вертикальный	78900	s2_863	 
Мебель	Стол регул.высоты	1400х700	белый	ЛДСП	электр	28400	s2_864	 
Мебель	Витрина музейн	600х400х1800		стекло	вертикальный замок	28400	s2_865	 
Мебель	Стол операторск	900х750	серый	ЛДСП	круглый перегов	6700	s2_866	 
Мебель	Шкаф для одежды	600х500х1850			офисный с замком кодов	12800	s2_867	 
Мебель	Стеллаж	1000х500х2200		металл	5 пол нагр 250кг/п	8400	s2_868	 
Мебель	Стол перегов	2400х1000х750	серый	ЛДСП	на бенч-карк	19800	s2_869	 
Мебель	Полка	800х200х200	дуб сонома	ЛДСП; дуб	наст	680	s2_870	 
Мебель	Перегор	1200х40х1800	серый	ЛДСП	санитарн влагостойк	6400	s2_871	 
Мебель	Шкаф	500х400х1850	серый	металл	бухгалт 1-дверный ключ	11400	s2_872	 
Мебель	Стол офисный	1400х700х750	белый	ЛДСП; металл	оператора опора	7900	s2_873	 
Мебель	Светильник потолочный	600х600			подвес панель 36Вт	1480	s2_874	 
Мебель	Шкаф антиванд	800х500х1950			3мм трейзор	28400	s2_875	 
Мебель	Столик	400х400х900	хром	хром	инструмент передв	4900	s2_876	 
Мебель	Перегородка офисный	800х30х400	бежевый	ткань	экран наст	1850	s2_877	 
Мебель	Светильник аварийный				настенный указ выхода	1100	s2_878	 
Мебель	Жалюзи	1200х1800	серый	алюминий	горизонтальный серые	1700	s2_879	 
Мебель	Шкаф для одежды	1200х500х1850	дуб сонома	ЛДСП; дуб	офисный	14200	s2_880	 
Мебель	Стол операторск	1600х700х750	серый		с экраном фронт	10700	s2_881	 
Мебель	Перегородка офисный	1200х30х400	серый	ткань	экран	2400	s2_882	 
Мебель	Стеллаж лаб	800х400х1850			для реактив 4 пол SS	16700	s2_883	 
Мебель	Панель	500х500			декор 3D гипс под покраску	780	s2_884	 
Мебель	Стол ученический	600х500		ЛДСП	регулируемый 1-местный регулируемый	4400	s2_885	 
Мебель	Стол перегов	1800х900х750	белый	ЛДСП	овальн	12400	s2_886	 
Мебель	Стол ресторан	700х700х750	белый	ЛДСП; металл	опора	4100	s2_887	 
Мебель	Шкаф для одежды	300х500х1850		металл	офисный 1-секционный	5200	s2_888	 
Мебель	Кресло посетит		серый	металл; сетка	штабел каркас	2200	s2_889	 
Мебель	Раздевалка	300х500х1850			шкаф ЛОК 1-секционный ключ	6400	s2_890	 
Мебель	Шкаф угловой	800х800х2200	венге	ЛДСП	зерк	22400	s2_891	 
Мебель	Стеллаж	1500х500х2200		металл	сборн 5 пол 200кг/п	8400	s2_892	 
Мебель	Кухонный модуль	800х500х820	белый	ЛДСП	офисный ниж	7200	s2_893	 
Мебель	Перегородка офисный	1200х40х1800	прозрачный	алюминий; стекло	со	9400	s2_894	 
Мебель	Витрина торгов	1000х500х1100	венге	ЛДСП; стекло	со	14700	s2_895	 
Мебель	Зона		чёрный; хром	хром; экокожа	ожидан диван 2-местный	16400	s2_896	 
Мебель	Витрина холодильный	1200х700х1350		стекло	кондитерский изогнутое	112400	s2_897	 
Мебель	Матрас	1600х2000			ортопед беспр 5-зон пенополиур	14500	s2_898	 
Мебель	Кушетка гинекол	1900х650х900	белый	экокожа	регулируемый	28400	s2_899	 
Мебель	Дорожка	800х2000	серый		ковр синтет	1980	s2_900	 
Мебель	Шкаф инструмент	800х400х1850			с полки 4 пол ключ	13700	s2_901	 
Мебель	Сетевой		чёрный		фильтр 5 розет 3м	480	s2_902	 
Мебель	Прилавок-стойка	1500х800х900	серый	ЛДСП	кассов угловой	18400	s2_903	 
Мебель	Бенч-система	3600х1400х750	белый	ЛДСП	6-местный	62400	s2_904	 
Мебель	Кухонный модуль	1000х300х720			офисный верхний со створк	5100	s2_905	 
Мебель	Тумба	600х450х750	серый; дуб сонома	ЛДСП; дуб	сервисн 4 ящика замок А4	7100	s2_906	 
Мебель	Стул-табурет офисный		серый	сетка	газ лифт регулируемый	2100	s2_907	 
Мебель	Перегородка офисный	1000х30х400	серый	ткань	экран наст	2100	s2_908	 
Мебель	Верстак	2000х750х950		сталь	автосервис усиленный 3мм 6 ящики	38700	s2_909	 
Мебель	Стул банкетный		чёрный; хром	хром; ткань	штабел крест	1480	s2_910	 
Мебель	Шкаф архивный	1200х650х2200		металл	перекатн	38400	s2_911	 
Мебель	Кронштейн				"монит наст 4-х монит """	6800	s2_912	 
Мебель	Шкаф лабораторный	800х400х1850	белый	ЛДСП	для документов	9700	s2_913	 
Мебель	Доска маркерн	1800х1200		алюминий	магн алюминиевая рамка	3800	s2_914	 
Мебель	Стол письменный	1200х600х750	дуб	ЛДСП; дуб	молоч	5290	s2_915	 
Мебель	Стеновая	500х500	чёрный	ткань	панель акуст геом	1850	s2_916	 
Мебель	Стойка-указатель выставочный		чёрный		с табл А4	1680	s2_917	 
Мебель	Стол лабораторный		серый	ЛДСП	химостойк 1500х7х900	13700	s2_918	 
Мебель	Картотека		серый	металл	8 ящика А4 ключ	19400	s2_919	 
Мебель	Стол регул.высоты	1200х700	серый	ЛДСП	механ	14800	s2_920	 
Мебель	Зона		бежевый	экокожа	ожидан диван-секция угловой	17400	s2_921	 
Мебель	Стеллаж паллетн	2700х1100х4500			дополн нагр 700кг	19800	s2_922	 
Мебель	Шкаф медицинский	600х400х1850	серый	металл	2-секционный ключ	12700	s2_923	 
Мебель	Стол-приставка	800х450х750	серый	ЛДСП	прям	2900	s2_924	 
Мебель	Стеллаж паллетн	3300х1200х5000			нагр 1200кг/п 4 ур	38400	s2_925	 
Мебель	Стеллаж химостойк	1000х500х1800			полипроп 4 пол	19800	s2_926	 
Мебель	Стол ресторан	700х700х750	орех	ЛДСП; металл	опора	4100	s2_927	 
Мебель	Стеллаж	1200х500х2000		металл	5 пол нагр 200кг/п	9100	s2_928	 
Мебель	Стол комп	1100х600х750	серый	ЛДСП	дет с тумбой	8400	s2_929	 
Мебель	Стеллаж торгов	1000х400х2200	чёрный	сетка	перфор крюч	11400	s2_930	 
Мебель	Подиум выставочный	600х600х600	белый	ЛДСП	квадратный	4100	s2_931	 
Мебель	Стул офисный		чёрный; хром	хром; ткань	посетит штабел	1380	s2_932	 
Мебель	Верстак	1800х1800х900		сталь	слесарн угловой 2мм 4 ящики	24700	s2_933	 
Мебель	Шкаф офисный	800х450х1200	белый	ЛДСП	со створками	7900	s2_934	 
Мебель	Стол письменный	1400х600х750	дуб сонома	ЛДСП; дуб		5750	s2_935	 
Мебель	Кресло посетит		бежевый; хром	хром; экокожа	на полозьях штабел	3700	s2_936	 
Мебель	Шкаф огнестойкий	600х450х1850			документальный 30мин ключ	38400	s2_937	 
Мебель	Двуспальный	1600х2000	венге	ЛДСП	кровать ламель	14800	s2_938	 
Мебель	Урна офисный		чёрный	металл	15л	480	s2_939	 
Мебель	Комод 4	800х400х900	белый	ЛДСП	ящика	5400	s2_940	 
Мебель	Шкаф химический	600х500х1850	белый		лаб 1-дверный вытяж	21700	s2_941	 
Мебель	Диван офисный		чёрный	экокожа	3-местный	19800	s2_942	 
Мебель	Стол офисный	1600х700х750	белый	ЛДСП	оператора	8650	s2_943	 
